,Component 1,Component 2,Method,Parameter,cell_length_a,cell_length_b,cell_length_c,crystal_density_matthews,group,subgroup,rcsentinfo_experimental_method,pdb_code,Outlier
298,-0.03687504537989603,1.5785226250982536,PCA,n_components: 2,71.17,71.79,284.31,4.25,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,6KUX,Inlier
299,1.3484455639591173,-0.4302184645832849,PCA,n_components: 2,140.341,140.341,130.426,5.09,TRANSMEMBRANE PROTEINS:BETA-BARREL,Beta-Barrel Membrane Proteins: Monomeric/Dimeric,X-ray,2X55,Inlier
300,-1.0035741609756592,-0.7271008982331669,PCA,n_components: 2,145.774,63.26,73.668,2.63,TRANSMEMBRANE PROTEINS:BETA-BARREL,Beta-Barrel Membrane Proteins: Monomeric/Dimeric,X-ray,4RL9,Inlier
301,-2.722967253621194,-0.15700454848886577,PCA,n_components: 2,52.009,26.779,54.892,1.94,TRANSMEMBRANE PROTEINS:BETA-BARREL,Beta-Barrel Membrane Proteins: Monomeric/Dimeric,X-ray,4RLC,Inlier
302,0.8163187659787247,-1.1406344480924842,PCA,n_components: 2,155.907,155.907,76.119,4.0,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,"Channels: Potassium, Sodium, & Proton Ion-Selective",X-ray,3STL,Inlier
303,-1.7551864695243522,0.6397619639426863,PCA,n_components: 2,52.05,58.38,164.433,2.52,TRANSMEMBRANE PROTEINS:BETA-BARREL,Beta-Barrel Membrane Proteins: Monomeric/Dimeric,X-ray,2X27,Inlier
304,-0.1448231905053319,0.791206408776462,PCA,n_components: 2,82.4,82.4,206.3,4.1,TRANSMEMBRANE PROTEINS:BETA-BARREL,Beta-Barrel Membrane Proteins: Monomeric/Dimeric,X-ray,1QJ8,Inlier
305,0.36338854748128757,-0.09576259696976153,PCA,n_components: 2,82.08,123.171,119.305,4.71,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,"Channels: Potassium, Sodium, & Proton Ion-Selective",X-ray,3UKM,Inlier
306,0.9831310886996343,1.496919070733946,PCA,n_components: 2,107.81,149.13,352.79,3.84,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Channels: Other Ion Channels,X-ray,4U2P,Inlier
307,3.0996394252362536,-1.9632938482539428,PCA,n_components: 2,161.52,368.66,109.15,4.22,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Channels: Other Ion Channels,X-ray,4U5B,Inlier
308,-1.0069151452229776,-0.6463669813817858,PCA,n_components: 2,61.07,156.63,77.12,2.5,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Channels: Other Ion Channels,X-ray,5FWX,Inlier
309,1.1346504622160458,0.01231385339370438,PCA,n_components: 2,87.938,130.852,132.779,5.69,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,"Channels: Potassium, Sodium, & Proton Ion-Selective",X-ray,3UM7,Inlier
310,-1.504468567702971,0.7828958534259933,PCA,n_components: 2,50.236,50.236,170.623,3.05,TRANSMEMBRANE PROTEINS:BETA-BARREL,Beta-Barrel Membrane Proteins: Monomeric/Dimeric,X-ray,3QRA,Inlier
311,0.5603141887493719,-0.009786483318737283,PCA,n_components: 2,87.49,118.697,128.701,4.97,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,"Channels: Potassium, Sodium, & Proton Ion-Selective",X-ray,4RUE,Inlier
312,-1.2756269921740266,-0.12991193264584044,PCA,n_components: 2,78.55,78.55,101.52,2.87,TRANSMEMBRANE PROTEINS:BETA-BARREL,Beta-Barrel Membrane Proteins: Monomeric/Dimeric,X-ray,1QD5,Inlier
313,-1.294740086559062,-0.12564220632606507,PCA,n_components: 2,78.168,78.168,101.685,2.85,TRANSMEMBRANE PROTEINS:BETA-BARREL,Beta-Barrel Membrane Proteins: Monomeric/Dimeric,X-ray,1ILZ,Inlier
314,-2.3026429163285824,0.6656207034877557,PCA,n_components: 2,37.86,42.5,150.3,2.16,TRANSMEMBRANE PROTEINS:BETA-BARREL,Beta-Barrel Membrane Proteins: Monomeric/Dimeric,X-ray,2VDF,Inlier
315,0.4297698752659593,0.37963308323621586,PCA,n_components: 2,97.372,97.372,171.939,4.73,TRANSMEMBRANE PROTEINS:BETA-BARREL,Beta-Barrel Membrane Proteins: Monomeric/Dimeric,X-ray,1P4T,Inlier
316,-0.8593780171839054,-0.2041480075456272,PCA,n_components: 2,104.96,55.3,92.72,3.53,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Intramembrane Proteases,X-ray,6WVE,Inlier
317,-1.6909164820355531,-0.0631786692746956,PCA,n_components: 2,47.34,56.12,69.67,3.17,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Intramembrane Proteases,X-ray,7W6X,Inlier
318,-1.7032962569154182,0.04664749594883623,PCA,n_components: 2,44.56,49.78,76.08,3.26,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Intramembrane Proteases,X-ray,7W6Y,Inlier
319,-1.1284152970151213,-0.00376383937693172,PCA,n_components: 2,92.264,48.993,105.026,3.33,TRANSMEMBRANE PROTEINS:BETA-BARREL,Beta-Barrel Membrane Proteins: Monomeric/Dimeric,X-ray,2ERV,Inlier
320,0.3620902064302695,0.7739222602531747,PCA,n_components: 2,130.732,130.732,278.858,3.1,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,"Channels: Potassium, Sodium, & Proton Ion-Selective",X-ray,7SIZ,Inlier
321,-0.46174749469506776,-0.8761812619285785,PCA,n_components: 2,106.93,127.65,60.66,3.19,TRANSMEMBRANE PROTEINS:BETA-BARREL,Beta-Barrel Membrane Proteins: Monomeric/Dimeric,X-ray,3FID,Inlier
322,-0.8861250504810615,-0.9289401337868178,PCA,n_components: 2,113.228,113.228,55.064,2.65,TRANSMEMBRANE PROTEINS:BETA-BARREL,Beta-Barrel Membrane Proteins: Monomeric/Dimeric,X-ray,3GP6,Inlier
323,-0.51138308470319,-0.10488830744478286,PCA,n_components: 2,100.38,68.664,106.024,3.9,TRANSMEMBRANE PROTEINS:BETA-BARREL,Beta-Barrel Membrane Proteins: Monomeric/Dimeric,X-ray,1T16,Inlier
324,-0.08677161443825203,0.10650221259514851,PCA,n_components: 2,63.093,147.048,151.958,3.76,TRANSMEMBRANE PROTEINS:BETA-BARREL,Beta-Barrel Membrane Proteins: Monomeric/Dimeric,X-ray,3DWN,Inlier
325,-0.741587791154151,1.6160894682959395,PCA,n_components: 2,65.202,65.202,288.765,3.28,TRANSMEMBRANE PROTEINS:BETA-BARREL,Beta-Barrel Membrane Proteins: Monomeric/Dimeric,X-ray,3PGR,Inlier
326,-0.14949752777217915,-0.9472903281168608,PCA,n_components: 2,56.777,233.054,81.899,2.77,TRANSMEMBRANE PROTEINS:BETA-BARREL,Beta-Barrel Membrane Proteins: Monomeric/Dimeric,X-ray,3DWO,Inlier
327,-1.2749455055025194,0.6121430627858384,PCA,n_components: 2,74.48,78.74,190.45,2.52,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,6KUW,Inlier
328,1.776955197801484,-1.2278597437948495,PCA,n_components: 2,91.773,306.596,107.728,4.11,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Channels: Other Ion Channels,X-ray,6RUQ,Inlier
329,-0.5058813481064451,-1.263335427742845,PCA,n_components: 2,114.316,163.416,47.466,2.52,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Channels: Other Ion Channels,X-ray,8QEZ,Inlier
330,0.6333931722636124,-1.550000017569968,PCA,n_components: 2,165.893,188.847,62.437,3.11,TRANSMEMBRANE PROTEINS:BETA-BARREL,Beta-Barrel Membrane Proteins: Monomeric/Dimeric,X-ray,3EFM,Inlier
331,-2.22587540424162,0.605601779502103,PCA,n_components: 2,38.098,41.415,141.064,2.34,TRANSMEMBRANE PROTEINS:BETA-BARREL,Beta-Barrel Membrane Proteins: Monomeric/Dimeric,X-ray,3BS0,Inlier
332,0.08371430442459708,0.7405413823314528,PCA,n_components: 2,125.291,125.244,269.511,2.86,TRANSMEMBRANE PROTEINS:BETA-BARREL,Beta-Barrel Membrane Proteins: Monomeric/Dimeric,X-ray,3BRY,Inlier
333,2.1849940161607293,-0.5363933734611249,PCA,n_components: 2,149.778,149.778,120.888,6.2,TRANSMEMBRANE PROTEINS:BETA-BARREL,Beta-Barrel Membrane Proteins: Monomeric/Dimeric,X-ray,1TLY,Inlier
334,-0.36093630567965507,-0.5890552689993406,PCA,n_components: 2,132.9,89.9,90.0,3.39,TRANSMEMBRANE PROTEINS:BETA-BARREL,Beta-Barrel Membrane Proteins: Monomeric/Dimeric,X-ray,1BY3,Inlier
335,0.1925332058256381,0.3270584492692231,PCA,n_components: 2,134.395,134.395,231.84,2.93,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,"Channels: Potassium, Sodium, & Proton Ion-Selective",X-ray,3NAF,Inlier
336,-0.9129463360771195,0.029398240985172956,PCA,n_components: 2,89.398,57.056,109.542,3.58,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,2YCW,Inlier
337,-0.8027277163551313,-0.06331742579924118,PCA,n_components: 2,90.056,62.196,100.926,3.71,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,4AMJ,Inlier
338,0.98200604363647,-1.2551384160016912,PCA,n_components: 2,229.66,79.59,69.04,4.32,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,4GPO,Inlier
339,-1.307086940536401,0.5526599112862459,PCA,n_components: 2,52.134,52.825,142.749,3.43,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,7BVQ,Inlier
340,0.5873452291772305,-0.8554098707623524,PCA,n_components: 2,234.32,91.84,138.51,3.1,TRANSMEMBRANE PROTEINS:BETA-BARREL,Beta-Barrel Membrane Proteins: Monomeric/Dimeric,X-ray,2GRX,Inlier
341,1.7403303814415036,-1.088575926458641,PCA,n_components: 2,95.98,277.05,106.76,4.44,TRANSMEMBRANE PROTEINS:BETA-BARREL,Beta-Barrel Membrane Proteins: Monomeric/Dimeric,X-ray,4CU4,Inlier
342,5.094212352329641,0.974481912441366,PCA,n_components: 2,181.179,181.179,319.861,9.03,TRANSMEMBRANE PROTEINS:BETA-BARREL,Beta-Barrel Membrane Proteins: Monomeric/Dimeric,X-ray,4EPA,Outlier
343,-0.5695307689460937,-0.6721287105093692,PCA,n_components: 2,107.927,148.945,105.061,2.47,TRANSMEMBRANE PROTEINS:BETA-BARREL,Beta-Barrel Membrane Proteins: Monomeric/Dimeric,X-ray,6BPN,Inlier
344,-0.7762994729308499,-0.46873217940695133,PCA,n_components: 2,117.05,88.459,95.3,2.96,TRANSMEMBRANE PROTEINS:BETA-BARREL,Beta-Barrel Membrane Proteins: Monomeric/Dimeric,X-ray,1PNZ,Inlier
345,0.27338172408588335,-1.3670426331867447,PCA,n_components: 2,194.01,132.97,73.59,2.89,TRANSMEMBRANE PROTEINS:BETA-BARREL,Beta-Barrel Membrane Proteins: Monomeric/Dimeric,X-ray,5FOK,Inlier
346,-0.09887125835042916,0.5291329444844894,PCA,n_components: 2,85.737,85.737,178.602,4.2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,"Channels: Potassium, Sodium, & Proton Ion-Selective",X-ray,3SYO,Inlier
347,0.9996820830554175,-0.16434021985256977,PCA,n_components: 2,181.57,108.47,182.46,4.13,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Channels: Other Ion Channels,X-ray,5UN1,Inlier
348,2.0646157020908205,-1.8188726675507738,PCA,n_components: 2,320.775,95.498,79.67,4.37,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,ATP Binding Cassette (ABC) Transporters,X-ray,4MRN,Inlier
349,0.40585227682734976,-0.38619819033240005,PCA,n_components: 2,129.18,133.61,134.26,3.82,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,ATP Binding Cassette (ABC) Transporters,X-ray,6PAM,Inlier
350,2.449643194140618,2.605336030530802,PCA,n_components: 2,156.618,156.618,520.562,4.57,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,ATP Binding Cassette (ABC) Transporters,X-ray,4MYC,Inlier
351,-1.7366642439435898,0.6948723228087221,PCA,n_components: 2,40.711,76.148,174.207,2.41,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,3NY8,Inlier
352,-0.28088857494538505,-1.2282640156537614,PCA,n_components: 2,236.686,45.66,71.375,2.67,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,3P0G,Inlier
353,0.7226606378994249,-0.8459432285158062,PCA,n_components: 2,269.172,60.076,145.572,3.23,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Channels: Other Ion Channels,X-ray,8G18,Inlier
354,-1.592620766189519,-0.49281965483229406,PCA,n_components: 2,55.37,101.052,56.744,2.58,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Channels: Other Ion Channels,X-ray,4IO2,Inlier
355,0.6047339357674156,-1.4789627214388272,PCA,n_components: 2,282.44,40.04,65.21,3.51,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,3PDS,Inlier
356,-1.493945827695941,0.5707109636888325,PCA,n_components: 2,51.382,71.376,161.37,2.77,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,4GBR,Inlier
357,-1.7824712073342124,0.6876451727599304,PCA,n_components: 2,40.46,75.71,173.41,2.35,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,5X7D,Inlier
358,0.02036682015438983,0.878321282862218,PCA,n_components: 2,80.83,107.92,232.96,3.88,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,ATP Binding Cassette (ABC) Transporters,X-ray,4PL0,Inlier
359,-2.116413850514635,-0.161744574902872,PCA,n_components: 2,38.753,56.557,56.009,2.67,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Channels: Other Ion Channels,X-ray,3BKD,Inlier
360,-0.3508682132531647,0.3094591485260436,PCA,n_components: 2,70.273,111.658,160.543,3.72,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,5N2S,Inlier
361,-2.0099280320286455,-0.42203533006438004,PCA,n_components: 2,48.665,79.091,48.559,2.38,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Channels: Other Ion Channels,X-ray,3LBW,Inlier
362,-2.4614665006883523,0.12685655624303332,PCA,n_components: 2,29.31,29.31,67.31,2.62,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Channels: Other Ion Channels,X-ray,4QKC,Inlier
363,-2.360790761382782,0.12937355983972368,PCA,n_components: 2,30.051,30.051,67.399,2.76,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Channels: Other Ion Channels,X-ray,5JOO,Inlier
364,-2.2814831343175546,-0.2525352717233803,PCA,n_components: 2,44.22,52.05,48.72,2.42,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Channels: Other Ion Channels,X-ray,6BKK,Inlier
365,-2.2405534840777372,-0.065426100576103,PCA,n_components: 2,49.806,49.95,75.029,2.31,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Channels: Other Ion Channels,X-ray,6NV1,Inlier
366,-1.6407514667084697,-0.05356331165047963,PCA,n_components: 2,47.736,76.932,86.553,2.85,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,3EML,Inlier
367,-1.5652886294549542,-0.05761828893406489,PCA,n_components: 2,47.836,78.944,86.579,2.94,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,3QAK,Inlier
368,1.1625603453746705,-0.0855465152023783,PCA,n_components: 2,112.327,113.328,129.3,5.64,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,3RFM,Inlier
369,-0.24931514567160382,-0.3013471526737549,PCA,n_components: 2,121.18,90.15,113.55,3.64,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,3VG9,Inlier
370,2.1060675810874856,-0.5307734820141111,PCA,n_components: 2,169.42,188.83,171.13,4.94,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,"Channels: Potassium, Sodium, & Proton Ion-Selective",X-ray,5EK0,Inlier
371,2.0360620700564884,-0.9424083966700697,PCA,n_components: 2,235.29,105.04,117.37,5.33,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,ATP Binding Cassette (ABC) Transporters,X-ray,5OFR,Inlier
372,0.296650717466986,-0.35583150213032577,PCA,n_components: 2,138.23,162.26,170.17,2.9,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Membrane-Bound Metalloproteases,X-ray,4WW0,Inlier
373,1.3253678717054818,-0.9527646129511946,PCA,n_components: 2,232.396,109.442,127.269,4.11,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Channels: Other Ion Channels,X-ray,3S3X,Inlier
374,1.3210487681104004,-0.9552456563504153,PCA,n_components: 2,232.29,108.71,126.36,4.12,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Channels: Other Ion Channels,X-ray,4FZ0,Inlier
375,-0.31923113333895453,-0.2216611484173192,PCA,n_components: 2,86.54,86.54,89.553,4.23,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,"Channels: Potassium, Sodium, & Proton Ion-Selective",X-ray,3WKV,Inlier
376,0.7596982665742527,-0.7110005103268104,PCA,n_components: 2,151.93,151.93,123.79,3.81,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Channels: Other Ion Channels,X-ray,4NTW,Inlier
377,0.21576261395025606,-0.056485896214498836,PCA,n_components: 2,109.939,130.408,157.85,3.75,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Channels: Other Ion Channels,X-ray,5WKU,Inlier
378,0.34760792229928933,0.03115511952201714,PCA,n_components: 2,152.073,87.73,173.062,3.89,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,"Channels: Potassium, Sodium, & Proton Ion-Selective",X-ray,5WTR,Inlier
379,0.846006212846326,-0.637582679231045,PCA,n_components: 2,136.979,173.181,134.179,3.81,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,CorA Superfamily Ion Transporters,X-ray,2BBJ,Inlier
380,-0.09199921688675344,-0.3863787609838123,PCA,n_components: 2,116.23,151.46,143.32,2.9,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,CorA Superfamily Ion Transporters,X-ray,2IUB,Inlier
381,0.848387741827099,-0.29595825451190094,PCA,n_components: 2,214.246,86.298,181.527,3.72,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,CorA Superfamily Ion Transporters,X-ray,2HN2,Inlier
382,1.123063245029841,-1.0408056898699365,PCA,n_components: 2,125.6,221.9,106.8,3.82,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,CorA Superfamily Ion Transporters,X-ray,4EEB,Inlier
383,-1.618066367332153,-0.20781569937906863,PCA,n_components: 2,60.407,59.187,65.058,3.06,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,4UHR,Inlier
384,-0.6746782594848706,-0.07221681738688557,PCA,n_components: 2,40.33,180.07,142.66,2.7,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,5NLX,Inlier
385,-0.720692229056877,-0.08162327717180512,PCA,n_components: 2,40.32,180.49,142.48,2.62,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,6PS7,Inlier
386,-0.7687421319468238,-0.08382870570664343,PCA,n_components: 2,40.17,179.59,142.08,2.56,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,6JZH,Inlier
387,2.441207925453613,3.1603287410817558,PCA,n_components: 2,157.02,163.4,595.53,4.1,TRANSMEMBRANE PROTEINS:BETA-BARREL,Beta-Barrel Membrane Proteins: Monomeric/Dimeric,X-ray,3CSL,Inlier
388,-0.38827051195903367,-0.11741932511853878,PCA,n_components: 2,78.099,114.217,117.085,3.7,TRANSMEMBRANE PROTEINS:BETA-BARREL,Beta-Barrel Membrane Proteins: Monomeric/Dimeric,X-ray,3FHH,Inlier
389,0.8649069044738923,1.6006317624865702,PCA,n_components: 2,118.314,134.897,366.252,3.64,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Channels: Other Ion Channels,X-ray,2YVX,Inlier
390,0.02674402099468872,0.08252761542683128,PCA,n_components: 2,135.364,76.527,160.037,3.86,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Channels: Other Ion Channels,X-ray,2ZY9,Inlier
391,-1.4736952675882502,0.026845167923872922,PCA,n_components: 2,62.529,70.165,102.644,2.92,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Channels: Other Ion Channels,X-ray,4U9L,Inlier
392,-0.499774410246842,0.0023610410712167668,PCA,n_components: 2,96.012,96.012,136.272,3.43,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Channels: Other Ion Channels,X-ray,3M71,Inlier
393,-1.6150414981345729,-0.05584769205626782,PCA,n_components: 2,47.686,77.769,86.488,2.88,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,5WF5,Inlier
394,-0.7826337647958178,-0.10180084879150166,PCA,n_components: 2,39.246,179.867,139.398,2.56,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,5MZJ,Inlier
395,-0.7650382088123042,-0.09723336384048743,PCA,n_components: 2,39.263,180.226,140.001,2.58,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,6ZDR,Inlier
396,-0.7320214392707296,-0.08148470625683532,PCA,n_components: 2,40.35,180.5,142.7,2.6,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,6WQA,Inlier
397,-0.1133848103499317,-0.3785361668967548,PCA,n_components: 2,103.11,124.83,111.88,3.62,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,CorA Superfamily Ion Transporters,X-ray,4EV6,Inlier
398,-1.1810307863315295,-0.40370222820608354,PCA,n_components: 2,73.313,117.453,91.114,2.56,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,CorA Superfamily Ion Transporters,X-ray,5N77,Inlier
399,0.08126621374055991,0.8773100748398839,PCA,n_components: 2,81.19,109.32,233.35,3.95,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,ATP Binding Cassette (ABC) Transporters,X-ray,8PX9,Inlier
400,0.5336626144615035,1.3399894938002885,PCA,n_components: 2,96.096,114.209,302.019,4.06,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,ATP Binding Cassette (ABC) Transporters,X-ray,4YMS,Inlier
401,-0.2158644335638191,0.001435661327915222,PCA,n_components: 2,98.605,98.605,136.378,3.81,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Channels: Other Ion Channels,X-ray,4YCR,Inlier
402,-0.5426579580879896,0.004492005387549033,PCA,n_components: 2,95.399,95.399,136.128,3.38,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Channels: Other Ion Channels,X-ray,8EN9,Inlier
403,0.8342779333321818,0.5166343864340135,PCA,n_components: 2,82.458,139.9,202.015,4.83,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Channels: Other Ion Channels,X-ray,5F1C,Inlier
404,0.6024895756748443,0.6074336928252825,PCA,n_components: 2,120.17,120.17,236.58,4.01,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Channels: Other Ion Channels,X-ray,5SVJ,Inlier
405,0.5647114383433538,0.6034332831101726,PCA,n_components: 2,119.613,119.613,235.691,3.97,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Channels: Other Ion Channels,X-ray,5YVE,Inlier
406,1.6493723900532027,1.3735983900896702,PCA,n_components: 2,110.903,142.5,325.336,5.1,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Channels: Other Ion Channels,X-ray,6AH4,Inlier
407,-0.08324489174335732,1.4382471530790872,PCA,n_components: 2,87.59,89.73,296.59,3.59,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,ATP Binding Cassette (ABC) Transporters,X-ray,4RY2,Inlier
408,0.8652313609666114,0.12024674567963686,PCA,n_components: 2,96.6,114.42,145.59,5.31,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,ATP Binding Cassette (ABC) Transporters,X-ray,5C78,Inlier
409,-0.7215731656131139,-0.09228806075027025,PCA,n_components: 2,39.541,181.027,140.853,2.63,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,7ARO,Inlier
410,0.2843982860648955,-0.4021731668010381,PCA,n_components: 2,71.23,175.73,112.71,3.98,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,7EZC,Inlier
411,0.4086191361955408,-0.14599355218173854,PCA,n_components: 2,137.166,104.779,149.364,4.07,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Channels: Other Ion Channels,X-ray,5SV0,Inlier
412,-0.8442031945921146,-0.09902768283716717,PCA,n_components: 2,39.229,179.055,140.01,2.47,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,8CU6,Inlier
413,-0.7775806514999095,-0.09913803918239511,PCA,n_components: 2,39.31,179.64,139.54,2.57,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,8PWN,Inlier
414,-0.7456629046921038,-0.08741498152698382,PCA,n_components: 2,39.35,180.51,141.24,2.6,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,8GNE,Inlier
415,-0.785508482675735,-0.09214173931109859,PCA,n_components: 2,39.69,180.44,141.5,2.53,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,8RQQ,Inlier
416,0.6029644274840316,0.16782213226653772,PCA,n_components: 2,125.68,145.98,206.76,3.67,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,ATP Binding Cassette (ABC) Transporters,X-ray,6HRC,Inlier
417,-0.8062887773458858,0.39427889705392594,PCA,n_components: 2,75.91,84.54,162.16,3.3,TRANSMEMBRANE PROTEINS:BETA-BARREL,Beta-Barrel Membrane Proteins: Monomeric/Dimeric,X-ray,1XKW,Inlier
418,-1.2126908306294781,-0.015561666665553652,PCA,n_components: 2,57.57,83.12,98.89,3.24,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Cyclin M/CorC Family of Mg2+ Transporters,X-ray,7CFG,Inlier
419,0.10649586044867443,0.5231907023510209,PCA,n_components: 2,61.05,118.676,177.305,4.42,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Cyclin M/CorC Family of Mg2+ Transporters,X-ray,7M1T,Inlier
420,1.8331395152794399,0.14802072432535918,PCA,n_components: 2,155.07,170.83,232.62,4.71,TRANSMEMBRANE PROTEINS:BETA-BARREL,Beta-Barrel Membrane Proteins: Monomeric/Dimeric,X-ray,3QLB,Inlier
